Lake,Size Interval,Body Mass,Interval Width,NPUE200,BPUE200,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
35,3,8,8,92.138,0.826,Clay L.,15-4653-55440,37,37
35,4,16,16,10.655,0.263,Clay L.,15-4653-55440,37,37
35,5,32,32,7.571,0.386,Clay L.,15-4653-55440,37,37
35,6,64,64,17.449,1.565,Clay L.,15-4653-55440,37,37
35,7,128,128,14.727,2.696,Clay L.,15-4653-55440,37,37
35,8,256,256,18.391,6.650,Clay L.,15-4653-55440,37,37
35,9,512,512,19.987,14.609,Clay L.,15-4653-55440,37,37
35,10,1024,1024,12.436,18.134,Clay L.,15-4653-55440,37,37
35,11,2048,2048,3.976,10.286,Clay L.,15-4653-55440,37,37
35,12,4096,4096,0.908,4.287,Clay L.,15-4653-55440,37,37
36,1,2,2,84.880,0.182,Cliff L.1,15-4785-55574,38,38
36,2,4,4,116.580,0.640,Cliff L.1,15-4785-55574,38,38
36,3,8,8,62.179,0.649,Cliff L.1,15-4785-55574,38,38
36,4,16,16,11.772,0.259,Cliff L.1,15-4785-55574,38,38
36,5,32,32,7.273,0.314,Cliff L.1,15-4785-55574,38,38
36,6,64,64,7.804,0.643,Cliff L.1,15-4785-55574,38,38
36,7,128,128,3.791,0.691,Cliff L.1,15-4785-55574,38,38
36,8,256,256,11.076,4.182,Cliff L.1,15-4785-55574,38,38
36,9,512,512,7.409,5.721,Cliff L.1,15-4785-55574,38,38
36,10,1024,1024,7.205,9.997,Cliff L.1,15-4785-55574,38,38
36,11,2048,2048,4.168,10.920,Cliff L.1,15-4785-55574,38,38
36,12,4096,4096,0.108,0.488,Cliff L.1,15-4785-55574,38,38
37,1,2,2,8.328,0.022,Coli L.,15-4589-56848,39,39
37,2,4,4,38.422,0.185,Coli L.,15-4589-56848,39,39
37,3,8,8,17.386,0.158,Coli L.,15-4589-56848,39,39
37,4,16,16,4.040,0.096,Coli L.,15-4589-56848,39,39
37,5,32,32,13.326,0.600,Coli L.,15-4589-56848,39,39
37,6,64,64,16.057,1.544,Coli L.,15-4589-56848,39,39
37,7,128,128,25.211,4.613,Coli L.,15-4589-56848,39,39
37,8,256,256,20.158,7.112,Coli L.,15-4589-56848,39,39
37,9,512,512,13.844,10.456,Coli L.,15-4589-56848,39,39
37,10,1024,1024,11.686,16.127,Coli L.,15-4589-56848,39,39
37,11,2048,2048,1.704,4.426,Coli L.,15-4589-56848,39,39
37,12,4096,4096,0.589,2.735,Coli L.,15-4589-56848,39,39
38,1,2,2,9.028,0.024,Confederation L.,15-5210-56629,40,40
38,2,4,4,34.304,0.189,Confederation L.,15-5210-56629,40,40
38,3,8,8,27.863,0.345,Confederation L.,15-5210-56629,40,40
38,4,16,16,11.571,0.242,Confederation L.,15-5210-56629,40,40
38,5,32,32,3.720,0.159,Confederation L.,15-5210-56629,40,40
38,6,64,64,1.810,0.190,Confederation L.,15-5210-56629,40,40
38,7,128,128,0.882,0.163,Confederation L.,15-5210-56629,40,40
38,8,256,256,2.150,0.701,Confederation L.,15-5210-56629,40,40
38,9,512,512,3.740,3.013,Confederation L.,15-5210-56629,40,40
38,10,1024,1024,12.674,18.927,Confederation L.,15-5210-56629,40,40
38,11,2048,2048,3.005,7.468,Confederation L.,15-5210-56629,40,40
38,12,4096,4096,0.297,1.495,Confederation L.,15-5210-56629,40,40
39,1,2,2,11.738,0.025,Confusion L.,15-4187-56135,41,41
39,2,4,4,53.826,0.319,Confusion L.,15-4187-56135,41,41
39,3,8,8,79.719,0.784,Confusion L.,15-4187-56135,41,41
39,4,16,16,19.283,0.445,Confusion L.,15-4187-56135,41,41
39,5,32,32,5.191,0.220,Confusion L.,15-4187-56135,41,41
39,6,64,64,4.022,0.344,Confusion L.,15-4187-56135,41,41
39,7,128,128,1.066,0.222,Confusion L.,15-4187-56135,41,41
39,8,256,256,2.355,0.889,Confusion L.,15-4187-56135,41,41
39,9,512,512,8.338,6.750,Confusion L.,15-4187-56135,41,41
39,10,1024,1024,9.453,12.844,Confusion L.,15-4187-56135,41,41
39,11,2048,2048,1.632,4.439,Confusion L.,15-4187-56135,41,41
39,12,4096,4096,0.226,1.121,Confusion L.,15-4187-56135,41,41
40,1,2,2,8.378,0.017,Conifer L.,15-4270-56011,42,42
40,2,4,4,2.956,0.015,Conifer L.,15-4270-56011,42,42
40,3,8,8,2.726,0.032,Conifer L.,15-4270-56011,42,42
40,4,16,16,3.177,0.074,Conifer L.,15-4270-56011,42,42
40,5,32,32,1.741,0.076,Conifer L.,15-4270-56011,42,42
40,6,64,64,1.608,0.133,Conifer L.,15-4270-56011,42,42
40,7,128,128,1.012,0.182,Conifer L.,15-4270-56011,42,42
40,8,256,256,1.639,0.682,Conifer L.,15-4270-56011,42,42
40,9,512,512,7.348,5.773,Conifer L.,15-4270-56011,42,42
40,10,1024,1024,7.443,9.769,Conifer L.,15-4270-56011,42,42
40,11,2048,2048,0.720,1.906,Conifer L.,15-4270-56011,42,42
41,1,2,2,147.268,0.300,Delaney L.,15-4250-55493,44,44
41,2,4,4,59.810,0.322,Delaney L.,15-4250-55493,44,44
41,3,8,8,37.702,0.392,Delaney L.,15-4250-55493,44,44
41,4,16,16,17.102,0.400,Delaney L.,15-4250-55493,44,44
41,5,32,32,5.964,0.255,Delaney L.,15-4250-55493,44,44
41,6,64,64,6.403,0.593,Delaney L.,15-4250-55493,44,44
41,7,128,128,2.368,0.411,Delaney L.,15-4250-55493,44,44
41,8,256,256,3.172,1.358,Delaney L.,15-4250-55493,44,44
41,9,512,512,6.083,4.612,Delaney L.,15-4250-55493,44,44
41,10,1024,1024,5.998,9.024,Delaney L.,15-4250-55493,44,44
41,11,2048,2048,4.578,11.660,Delaney L.,15-4250-55493,44,44
41,12,4096,4096,0.086,0.438,Delaney L.,15-4250-55493,44,44
42,1,2,2,1.903,0.004,Dowswell L.,15-3786-56088,45,45
42,2,4,4,5.048,0.031,Dowswell L.,15-3786-56088,45,45
42,3,8,8,3.942,0.044,Dowswell L.,15-3786-56088,45,45
42,4,16,16,17.969,0.400,Dowswell L.,15-3786-56088,45,45
42,5,32,32,2.968,0.106,Dowswell L.,15-3786-56088,45,45
42,6,64,64,0.381,0.025,Dowswell L.,15-3786-56088,45,45
42,9,512,512,4.622,3.839,Dowswell L.,15-3786-56088,45,45
42,10,1024,1024,2.068,2.903,Dowswell L.,15-3786-56088,45,45
42,11,2048,2048,0.096,0.252,Dowswell L.,15-3786-56088,45,45
43,1,2,2,12.789,0.031,Expanse L.,15-5866-55770,46,46
43,2,4,4,12.073,0.056,Expanse L.,15-5866-55770,46,46
43,3,8,8,4.548,0.047,Expanse L.,15-5866-55770,46,46
43,4,16,16,7.305,0.174,Expanse L.,15-5866-55770,46,46
43,5,32,32,30.421,1.350,Expanse L.,15-5866-55770,46,46
43,6,64,64,18.883,1.695,Expanse L.,15-5866-55770,46,46
43,7,128,128,7.596,1.412,Expanse L.,15-5866-55770,46,46
43,8,256,256,8.093,3.125,Expanse L.,15-5866-55770,46,46
43,9,512,512,18.220,13.220,Expanse L.,15-5866-55770,46,46
43,10,1024,1024,13.819,18.801,Expanse L.,15-5866-55770,46,46
43,11,2048,2048,0.544,1.263,Expanse L.,15-5866-55770,46,46
44,1,2,2,13.746,0.037,Eye L.,15-4642-55404,47,47
44,2,4,4,17.834,0.095,Eye L.,15-4642-55404,47,47
44,3,8,8,1.009,0.010,Eye L.,15-4642-55404,47,47
44,4,16,16,10.052,0.266,Eye L.,15-4642-55404,47,47
44,5,32,32,114.852,5.450,Eye L.,15-4642-55404,47,47
44,6,64,64,52.654,4.236,Eye L.,15-4642-55404,47,47
44,7,128,128,6.319,1.084,Eye L.,15-4642-55404,47,47
44,8,256,256,0.392,0.160,Eye L.,15-4642-55404,47,47
44,9,512,512,15.711,10.535,Eye L.,15-4642-55404,47,47
44,10,1024,1024,9.388,12.605,Eye L.,15-4642-55404,47,47
44,11,2048,2048,0.561,1.443,Eye L.,15-4642-55404,47,47
45,1,2,2,12.344,0.031,Fitchie L.,15-6742-56100,48,48
45,2,4,4,3.356,0.017,Fitchie L.,15-6742-56100,48,48
45,3,8,8,0.701,0.009,Fitchie L.,15-6742-56100,48,48
45,4,16,16,2.125,0.058,Fitchie L.,15-6742-56100,48,48
45,5,32,32,18.271,0.823,Fitchie L.,15-6742-56100,48,48
45,6,64,64,14.465,1.389,Fitchie L.,15-6742-56100,48,48
45,7,128,128,13.625,2.437,Fitchie L.,15-6742-56100,48,48
45,8,256,256,11.843,4.483,Fitchie L.,15-6742-56100,48,48
45,9,512,512,14.893,11.188,Fitchie L.,15-6742-56100,48,48
45,10,1024,1024,12.626,17.491,Fitchie L.,15-6742-56100,48,48
45,11,2048,2048,1.263,3.114,Fitchie L.,15-6742-56100,48,48
46,1,2,2,6.667,0.016,Gooch L.,15-6046-55042,51,51
46,2,4,4,5.333,0.029,Gooch L.,15-6046-55042,51,51
46,3,8,8,5.334,0.062,Gooch L.,15-6046-55042,51,51
46,4,16,16,1.680,0.043,Gooch L.,15-6046-55042,51,51
46,5,32,32,10.016,0.472,Gooch L.,15-6046-55042,51,51
46,6,64,64,5.008,0.401,Gooch L.,15-6046-55042,51,51
46,7,128,128,4.693,0.920,Gooch L.,15-6046-55042,51,51
46,8,256,256,9.386,3.552,Gooch L.,15-6046-55042,51,51
46,9,512,512,19.110,12.090,Gooch L.,15-6046-55042,51,51
46,10,1024,1024,3.360,4.679,Gooch L.,15-6046-55042,51,51
46,11,2048,2048,0.336,0.697,Gooch L.,15-6046-55042,51,51
46,12,4096,4096,0.336,1.980,Gooch L.,15-6046-55042,51,51
47,1,2,2,35.912,0.073,Grace L.,15-5349-56812,52,52
47,2,4,4,12.465,0.067,Grace L.,15-5349-56812,52,52
47,3,8,8,14.519,0.149,Grace L.,15-5349-56812,52,52
47,4,16,16,7.353,0.181,Grace L.,15-5349-56812,52,52
47,5,32,32,17.869,0.822,Grace L.,15-5349-56812,52,52
47,6,64,64,14.113,1.320,Grace L.,15-5349-56812,52,52
47,7,128,128,19.361,3.335,Grace L.,15-5349-56812,52,52
47,8,256,256,25.113,9.701,Grace L.,15-5349-56812,52,52
47,9,512,512,48.656,35.319,Grace L.,15-5349-56812,52,52
47,10,1024,1024,28.005,37.759,Grace L.,15-5349-56812,52,52
47,11,2048,2048,2.901,7.213,Grace L.,15-5349-56812,52,52
47,12,4096,4096,1.371,6.285,Grace L.,15-5349-56812,52,52
48,1,2,2,17.517,0.043,Greenbush L.,15-7043-56488,53,53
48,2,4,4,27.911,0.155,Greenbush L.,15-7043-56488,53,53
48,3,8,8,10.379,0.118,Greenbush L.,15-7043-56488,53,53
48,4,16,16,14.880,0.311,Greenbush L.,15-7043-56488,53,53
48,5,32,32,5.303,0.230,Greenbush L.,15-7043-56488,53,53
48,6,64,64,1.346,0.114,Greenbush L.,15-7043-56488,53,53
48,7,128,128,6.566,1.291,Greenbush L.,15-7043-56488,53,53
48,8,256,256,6.373,2.461,Greenbush L.,15-7043-56488,53,53
48,9,512,512,46.779,36.073,Greenbush L.,15-7043-56488,53,53
48,10,1024,1024,25.033,34.982,Greenbush L.,15-7043-56488,53,53
48,11,2048,2048,1.200,2.784,Greenbush L.,15-7043-56488,53,53
49,1,2,2,3.306,0.007,Hailstone L.,15-5606-56722,54,54
49,2,4,4,10.658,0.049,Hailstone L.,15-5606-56722,54,54
49,3,8,8,1.217,0.011,Hailstone L.,15-5606-56722,54,54
49,4,16,16,5.645,0.152,Hailstone L.,15-5606-56722,54,54
49,5,32,32,18.123,0.802,Hailstone L.,15-5606-56722,54,54
49,6,64,64,12.380,1.242,Hailstone L.,15-5606-56722,54,54
49,7,128,128,12.785,2.281,Hailstone L.,15-5606-56722,54,54
49,8,256,256,7.222,2.741,Hailstone L.,15-5606-56722,54,54
49,9,512,512,4.430,2.779,Hailstone L.,15-5606-56722,54,54
49,10,1024,1024,5.467,7.156,Hailstone L.,15-5606-56722,54,54
49,11,2048,2048,0.278,0.610,Hailstone L.,15-5606-56722,54,54
50,1,2,2,14.932,0.033,Hartman L.,15-5396-55107,55,55
50,2,4,4,8.648,0.048,Hartman L.,15-5396-55107,55,55
50,3,8,8,17.719,0.167,Hartman L.,15-5396-55107,55,55
50,4,16,16,10.871,0.240,Hartman L.,15-5396-55107,55,55
50,5,32,32,2.953,0.124,Hartman L.,15-5396-55107,55,55
50,6,64,64,3.556,0.312,Hartman L.,15-5396-55107,55,55
50,7,128,128,4.529,0.892,Hartman L.,15-5396-55107,55,55
50,8,256,256,13.654,4.965,Hartman L.,15-5396-55107,55,55
50,9,512,512,20.761,15.323,Hartman L.,15-5396-55107,55,55
50,10,1024,1024,18.976,25.862,Hartman L.,15-5396-55107,55,55
50,11,2048,2048,1.420,4.433,Hartman L.,15-5396-55107,55,55
50,12,4096,4096,0.328,1.718,Hartman L.,15-5396-55107,55,55
51,1,2,2,17.989,0.036,Hik L.,15-6060-55787,56,56
51,2,4,4,56.587,0.310,Hik L.,15-6060-55787,56,56
51,3,8,8,24.323,0.221,Hik L.,15-6060-55787,56,56
51,4,16,16,17.898,0.346,Hik L.,15-6060-55787,56,56
51,5,32,32,15.003,0.570,Hik L.,15-6060-55787,56,56
51,6,64,64,3.516,0.270,Hik L.,15-6060-55787,56,56
51,7,128,128,2.031,0.360,Hik L.,15-6060-55787,56,56
51,8,256,256,7.457,2.334,Hik L.,15-6060-55787,56,56
51,9,512,512,7.686,6.510,Hik L.,15-6060-55787,56,56
51,10,1024,1024,4.708,6.668,Hik L.,15-6060-55787,56,56
51,12,4096,4096,0.667,3.594,Hik L.,15-6060-55787,56,56
52,1,2,2,11.506,0.026,Indian L.1,15-5965-54891,57,57
52,2,4,4,32.245,0.179,Indian L.1,15-5965-54891,57,57
52,3,8,8,19.131,0.193,Indian L.1,15-5965-54891,57,57
52,4,16,16,16.163,0.374,Indian L.1,15-5965-54891,57,57
52,5,32,32,23.904,1.027,Indian L.1,15-5965-54891,57,57
52,6,64,64,21.718,2.001,Indian L.1,15-5965-54891,57,57
52,7,128,128,13.758,2.694,Indian L.1,15-5965-54891,57,57
52,8,256,256,12.518,4.447,Indian L.1,15-5965-54891,57,57
52,9,512,512,9.792,7.361,Indian L.1,15-5965-54891,57,57
52,10,1024,1024,15.825,23.039,Indian L.1,15-5965-54891,57,57
52,11,2048,2048,4.999,12.494,Indian L.1,15-5965-54891,57,57
52,12,4096,4096,0.282,1.556,Indian L.1,15-5965-54891,57,57
53,1,2,2,10.492,0.023,Jeanette L.,15-5605-56599,58,58
53,2,4,4,17.178,0.088,Jeanette L.,15-5605-56599,58,58
53,3,8,8,9.018,0.080,Jeanette L.,15-5605-56599,58,58
53,4,16,16,5.574,0.123,Jeanette L.,15-5605-56599,58,58
53,5,32,32,16.415,0.775,Jeanette L.,15-5605-56599,58,58
53,6,64,64,10.085,0.917,Jeanette L.,15-5605-56599,58,58
53,7,128,128,13.266,2.510,Jeanette L.,15-5605-56599,58,58
53,8,256,256,8.956,3.495,Jeanette L.,15-5605-56599,58,58
53,9,512,512,18.298,12.645,Jeanette L.,15-5605-56599,58,58
53,10,1024,1024,8.163,11.728,Jeanette L.,15-5605-56599,58,58
53,11,2048,2048,3.086,8.171,Jeanette L.,15-5605-56599,58,58
53,12,4096,4096,0.659,3.349,Jeanette L.,15-5605-56599,58,58
54,1,2,2,0.939,0.003,Jubilee L.,15-5433-56498,59,59
54,2,4,4,9.847,0.056,Jubilee L.,15-5433-56498,59,59
54,3,8,8,3.265,0.031,Jubilee L.,15-5433-56498,59,59
54,4,16,16,2.773,0.072,Jubilee L.,15-5433-56498,59,59
54,5,32,32,21.074,0.991,Jubilee L.,15-5433-56498,59,59
54,6,64,64,12.436,1.089,Jubilee L.,15-5433-56498,59,59
54,7,128,128,5.011,1.008,Jubilee L.,15-5433-56498,59,59
54,8,256,256,10.738,3.624,Jubilee L.,15-5433-56498,59,59
54,9,512,512,11.611,9.268,Jubilee L.,15-5433-56498,59,59
54,10,1024,1024,19.470,27.489,Jubilee L.,15-5433-56498,59,59
54,11,2048,2048,5.173,13.238,Jubilee L.,15-5433-56498,59,59
54,12,4096,4096,0.399,2.117,Jubilee L.,15-5433-56498,59,59
55,1,2,2,11.798,0.027,Kirkness L.,15-4356-57093,60,60
55,2,4,4,34.228,0.184,Kirkness L.,15-4356-57093,60,60
55,3,8,8,9.767,0.086,Kirkness L.,15-4356-57093,60,60
55,4,16,16,3.168,0.078,Kirkness L.,15-4356-57093,60,60
55,5,32,32,10.858,0.487,Kirkness L.,15-4356-57093,60,60
55,6,64,64,10.576,0.902,Kirkness L.,15-4356-57093,60,60
55,7,128,128,8.188,1.564,Kirkness L.,15-4356-57093,60,60
55,8,256,256,13.248,4.717,Kirkness L.,15-4356-57093,60,60
55,9,512,512,6.896,4.916,Kirkness L.,15-4356-57093,60,60
55,10,1024,1024,12.904,18.581,Kirkness L.,15-4356-57093,60,60
55,11,2048,2048,1.420,3.948,Kirkness L.,15-4356-57093,60,60
56,1,2,2,41.676,0.084,Kukukus L.,15-5946-55139,61,61
56,2,4,4,51.293,0.251,Kukukus L.,15-5946-55139,61,61
56,3,8,8,19.585,0.192,Kukukus L.,15-5946-55139,61,61
56,4,16,16,22.948,0.518,Kukukus L.,15-5946-55139,61,61
56,5,32,32,14.987,0.659,Kukukus L.,15-5946-55139,61,61
56,6,64,64,16.231,1.529,Kukukus L.,15-5946-55139,61,61
56,7,128,128,15.986,3.183,Kukukus L.,15-5946-55139,61,61
56,8,256,256,25.592,9.550,Kukukus L.,15-5946-55139,61,61
56,9,512,512,26.247,18.371,Kukukus L.,15-5946-55139,61,61
56,10,1024,1024,18.940,26.364,Kukukus L.,15-5946-55139,61,61
56,11,2048,2048,3.701,9.593,Kukukus L.,15-5946-55139,61,61
56,12,4096,4096,0.250,1.251,Kukukus L.,15-5946-55139,61,61
57,1,2,2,9.666,0.021,Little Sandbar L.,15-6059-54782,62,62
57,2,4,4,13.059,0.068,Little Sandbar L.,15-6059-54782,62,62
57,3,8,8,18.867,0.177,Little Sandbar L.,15-6059-54782,62,62
57,4,16,16,12.762,0.272,Little Sandbar L.,15-6059-54782,62,62
57,5,32,32,8.341,0.330,Little Sandbar L.,15-6059-54782,62,62
57,6,64,64,6.958,0.664,Little Sandbar L.,15-6059-54782,62,62
57,7,128,128,19.634,4.340,Little Sandbar L.,15-6059-54782,62,62
57,8,256,256,13.574,5.062,Little Sandbar L.,15-6059-54782,62,62
57,9,512,512,21.389,15.668,Little Sandbar L.,15-6059-54782,62,62
57,10,1024,1024,19.341,28.149,Little Sandbar L.,15-6059-54782,62,62
57,11,2048,2048,1.274,3.937,Little Sandbar L.,15-6059-54782,62,62
57,12,4096,4096,0.360,2.340,Little Sandbar L.,15-6059-54782,62,62
58,1,2,2,2.887,0.006,Little Vermilion L.,15-4414-56807,63,63
58,2,4,4,6.764,0.034,Little Vermilion L.,15-4414-56807,63,63
58,3,8,8,6.612,0.065,Little Vermilion L.,15-4414-56807,63,63
58,4,16,16,1.817,0.044,Little Vermilion L.,15-4414-56807,63,63
58,5,32,32,9.087,0.411,Little Vermilion L.,15-4414-56807,63,63
58,6,64,64,16.392,1.710,Little Vermilion L.,15-4414-56807,63,63
58,7,128,128,20.925,3.942,Little Vermilion L.,15-4414-56807,63,63
58,8,256,256,27.959,10.463,Little Vermilion L.,15-4414-56807,63,63
58,9,512,512,12.922,8.743,Little Vermilion L.,15-4414-56807,63,63
58,10,1024,1024,8.244,11.188,Little Vermilion L.,15-4414-56807,63,63
58,11,2048,2048,2.004,5.724,Little Vermilion L.,15-4414-56807,63,63
58,12,4096,4096,1.707,9.597,Little Vermilion L.,15-4414-56807,63,63
58,13,8192,8192,0.109,0.917,Little Vermilion L.,15-4414-56807,63,63
59,1,2,2,13.547,0.027,Longlegged L.,15-4172-56262,64,64
59,2,4,4,14.173,0.075,Longlegged L.,15-4172-56262,64,64
59,3,8,8,15.877,0.152,Longlegged L.,15-4172-56262,64,64
59,4,16,16,18.392,0.429,Longlegged L.,15-4172-56262,64,64
59,5,32,32,4.884,0.229,Longlegged L.,15-4172-56262,64,64
59,6,64,64,13.795,1.299,Longlegged L.,15-4172-56262,64,64
59,7,128,128,9.375,1.943,Longlegged L.,15-4172-56262,64,64
59,8,256,256,11.408,4.110,Longlegged L.,15-4172-56262,64,64
59,9,512,512,15.788,12.485,Longlegged L.,15-4172-56262,64,64
59,10,1024,1024,18.475,27.316,Longlegged L.,15-4172-56262,64,64
59,11,2048,2048,5.187,13.301,Longlegged L.,15-4172-56262,64,64
59,12,4096,4096,0.305,1.533,Longlegged L.,15-4172-56262,64,64
60,1,2,2,33.802,0.069,Mameigwess L.,15-5853-54894,65,65
60,2,4,4,48.518,0.279,Mameigwess L.,15-5853-54894,65,65
60,3,8,8,47.599,0.484,Mameigwess L.,15-5853-54894,65,65
60,4,16,16,25.309,0.594,Mameigwess L.,15-5853-54894,65,65
60,5,32,32,17.579,0.701,Mameigwess L.,15-5853-54894,65,65
60,6,64,64,7.489,0.593,Mameigwess L.,15-5853-54894,65,65
60,7,128,128,3.941,0.739,Mameigwess L.,15-5853-54894,65,65
60,8,256,256,5.017,1.881,Mameigwess L.,15-5853-54894,65,65
60,9,512,512,10.071,8.057,Mameigwess L.,15-5853-54894,65,65
60,10,1024,1024,8.877,13.135,Mameigwess L.,15-5853-54894,65,65
60,11,2048,2048,4.170,11.216,Mameigwess L.,15-5853-54894,65,65
60,12,4096,4096,0.199,0.859,Mameigwess L.,15-5853-54894,65,65
60,13,8192,8192,0.242,2.205,Mameigwess L.,15-5853-54894,65,65
61,1,2,2,3.965,0.009,Marchington L.,15-6137-55606,66,66
61,2,4,4,7.637,0.037,Marchington L.,15-6137-55606,66,66
61,3,8,8,3.663,0.041,Marchington L.,15-6137-55606,66,66
61,4,16,16,9.435,0.263,Marchington L.,15-6137-55606,66,66
61,5,32,32,12.795,0.588,Marchington L.,15-6137-55606,66,66
61,6,64,64,11.340,1.046,Marchington L.,15-6137-55606,66,66
61,7,128,128,16.898,3.076,Marchington L.,15-6137-55606,66,66
61,8,256,256,6.541,2.419,Marchington L.,15-6137-55606,66,66
61,9,512,512,9.447,7.146,Marchington L.,15-6137-55606,66,66
61,10,1024,1024,9.141,12.950,Marchington L.,15-6137-55606,66,66
61,11,2048,2048,1.811,4.610,Marchington L.,15-6137-55606,66,66
62,1,2,2,5.798,0.013,Mattawa L.,15-6457-55062,67,67
62,2,4,4,20.078,0.117,Mattawa L.,15-6457-55062,67,67
62,3,8,8,9.790,0.096,Mattawa L.,15-6457-55062,67,67
62,4,16,16,5.035,0.124,Mattawa L.,15-6457-55062,67,67
62,5,32,32,25.260,1.134,Mattawa L.,15-6457-55062,67,67
62,6,64,64,18.923,1.776,Mattawa L.,15-6457-55062,67,67
62,7,128,128,13.777,2.514,Mattawa L.,15-6457-55062,67,67
62,8,256,256,15.999,6.047,Mattawa L.,15-6457-55062,67,67
62,9,512,512,8.112,5.545,Mattawa L.,15-6457-55062,67,67
62,10,1024,1024,9.799,13.671,Mattawa L.,15-6457-55062,67,67
62,11,2048,2048,1.034,2.826,Mattawa L.,15-6457-55062,67,67
63,1,2,2,6.682,0.014,McCrea L.,15-6908-56374,68,68
63,2,4,4,10.389,0.060,McCrea L.,15-6908-56374,68,68
63,3,8,8,5.892,0.062,McCrea L.,15-6908-56374,68,68
63,4,16,16,2.766,0.068,McCrea L.,15-6908-56374,68,68
63,5,32,32,7.432,0.324,McCrea L.,15-6908-56374,68,68
63,6,64,64,10.085,0.942,McCrea L.,15-6908-56374,68,68
63,7,128,128,15.021,2.714,McCrea L.,15-6908-56374,68,68
63,8,256,256,8.718,3.231,McCrea L.,15-6908-56374,68,68
63,9,512,512,14.800,11.069,McCrea L.,15-6908-56374,68,68
63,10,1024,1024,9.022,12.504,McCrea L.,15-6908-56374,68,68
63,11,2048,2048,0.550,1.436,McCrea L.,15-6908-56374,68,68
63,13,8192,8192,0.037,0.309,McCrea L.,15-6908-56374,68,68
64,1,2,2,6.533,0.015,Minchin L.,15-6733-56270,69,69
64,2,4,4,9.349,0.053,Minchin L.,15-6733-56270,69,69
64,3,8,8,16.881,0.229,Minchin L.,15-6733-56270,69,69
64,4,16,16,12.972,0.280,Minchin L.,15-6733-56270,69,69
64,5,32,32,1.730,0.081,Minchin L.,15-6733-56270,69,69
64,6,64,64,4.596,0.455,Minchin L.,15-6733-56270,69,69
64,7,128,128,4.076,0.873,Minchin L.,15-6733-56270,69,69
64,8,256,256,6.446,2.198,Minchin L.,15-6733-56270,69,69
64,9,512,512,7.905,6.115,Minchin L.,15-6733-56270,69,69
64,10,1024,1024,8.486,11.651,Minchin L.,15-6733-56270,69,69
64,11,2048,2048,0.751,1.958,Minchin L.,15-6733-56270,69,69
65,1,2,2,2.116,0.005,Miniss L.,15-6523-56318,70,70
65,2,4,4,10.915,0.059,Miniss L.,15-6523-56318,70,70
65,3,8,8,5.943,0.063,Miniss L.,15-6523-56318,70,70
65,4,16,16,8.962,0.214,Miniss L.,15-6523-56318,70,70
65,5,32,32,3.721,0.154,Miniss L.,15-6523-56318,70,70
65,6,64,64,4.310,0.430,Miniss L.,15-6523-56318,70,70
65,7,128,128,6.043,1.115,Miniss L.,15-6523-56318,70,70
65,8,256,256,3.623,1.347,Miniss L.,15-6523-56318,70,70
65,9,512,512,13.536,9.907,Miniss L.,15-6523-56318,70,70
65,10,1024,1024,5.235,7.406,Miniss L.,15-6523-56318,70,70
65,11,2048,2048,1.100,2.526,Miniss L.,15-6523-56318,70,70
65,12,4096,4096,0.075,0.415,Miniss L.,15-6523-56318,70,70
66,1,2,2,0.978,0.002,Mold L.,15-5282-55495,71,71
66,2,4,4,14.671,0.084,Mold L.,15-5282-55495,71,71
66,3,8,8,25.920,0.240,Mold L.,15-5282-55495,71,71
66,4,16,16,1.776,0.042,Mold L.,15-5282-55495,71,71
66,5,32,32,33.284,1.717,Mold L.,15-5282-55495,71,71
66,6,64,64,44.098,3.468,Mold L.,15-5282-55495,71,71
66,7,128,128,4.310,0.779,Mold L.,15-5282-55495,71,71
66,8,256,256,10.034,3.827,Mold L.,15-5282-55495,71,71
66,9,512,512,13.275,9.311,Mold L.,15-5282-55495,71,71
66,10,1024,1024,4.241,6.196,Mold L.,15-5282-55495,71,71
66,11,2048,2048,0.159,0.413,Mold L.,15-5282-55495,71,71
67,1,2,2,72.945,0.152,Mud L.,15-5802-54916,72,72
67,2,4,4,65.595,0.344,Mud L.,15-5802-54916,72,72
67,3,8,8,35.003,0.354,Mud L.,15-5802-54916,72,72
67,4,16,16,14.354,0.313,Mud L.,15-5802-54916,72,72
67,5,32,32,16.573,0.719,Mud L.,15-5802-54916,72,72
67,6,64,64,14.368,1.407,Mud L.,15-5802-54916,72,72
67,7,128,128,14.865,3.031,Mud L.,15-5802-54916,72,72
67,8,256,256,8.921,3.526,Mud L.,15-5802-54916,72,72
67,9,512,512,15.137,10.878,Mud L.,15-5802-54916,72,72
67,10,1024,1024,11.205,15.350,Mud L.,15-5802-54916,72,72
67,11,2048,2048,1.005,2.824,Mud L.,15-5802-54916,72,72
68,1,2,2,1.118,0.002,Nungesser L.,15-4613-57020,73,73
68,2,4,4,2.726,0.015,Nungesser L.,15-4613-57020,73,73
68,3,8,8,2.897,0.030,Nungesser L.,15-4613-57020,73,73
68,4,16,16,3.095,0.085,Nungesser L.,15-4613-57020,73,73
68,5,32,32,16.495,0.809,Nungesser L.,15-4613-57020,73,73
68,6,64,64,15.377,1.385,Nungesser L.,15-4613-57020,73,73
68,7,128,128,17.185,3.117,Nungesser L.,15-4613-57020,73,73
68,8,256,256,15.908,6.384,Nungesser L.,15-4613-57020,73,73
